Al,y,google.com
,n,npr.org
,n,google.com
,y,npr.org
,y,xkcd.com
,y,google.com
,y,npr.org
,n,google.com
,n,npr.org
,n,xkcd.com
,n,google.com
,y,npr.org
,y,google.com
,y,npr.org
,y,xkcd.com
,y,google.com
,y,npr.org
,y,google.com
,y,npr.org
,y,xkcd.com
,n,google.com
,n,google.com
secondstate,y,google.com
,n,npr.org
,n,google.com
,y,npr.org
,y,xkcd.com
,y,google.com
,y,npr.org
,n,google.com
,n,npr.org
,n,xkcd.com
,n,google.com
,y,npr.org
,y,google.com
,y,npr.org
,y,xkcd.com
,y,google.com
,y,npr.org
,y,google.com
,y,npr.org
,y,xkcd.com
,n,google.com
,n,google.com
Al,y,google.com
,n,npr.org
,n,google.com
,y,npr.org
,y,xkcd.com
,y,google.com
,y,npr.org
,n,google.com
,n,npr.org
,n,xkcd.com
,n,google.com
,y,npr.org
,y,google.com
,y,npr.org
,y,xkcd.com
,y,google.com
,y,npr.org
,y,google.com
,y,npr.org
,y,xkcd.com
,n,google.com
,n,google.com
Al,y,google.com
,n,npr.org
,n,google.com
,y,npr.org
,y,xkcd.com
,y,google.com
,y,npr.org
,n,google.com
,n,npr.org
,n,xkcd.com
,n,google.com
,y,npr.org
,y,google.com
,y,npr.org
,y,xkcd.com
,y,google.com
,y,npr.org
,y,google.com
,y,npr.org
,y,xkcd.com
,n,google.com
,n,google.com
Al,y,google.com
,n,npr.org
,n,google.com
,y,npr.org
,y,xkcd.com
,y,google.com
,y,npr.org
,n,google.com
,n,npr.org
,n,xkcd.com
,n,google.com
,y,npr.org
,y,google.com
,y,npr.org
,y,xkcd.com
,y,google.com
,y,npr.org
,y,google.com
,y,npr.org
,y,xkcd.com
,n,google.com
,n,google.com
Al,y,google.com
,n,npr.org
,n,google.com
,y,npr.org
,y,xkcd.com
,y,google.com
,y,npr.org
,n,google.com
,n,npr.org
,n,xkcd.com
,n,google.com
,y,npr.org
,y,google.com
,y,npr.org
,y,xkcd.com
,y,google.com
,y,npr.org
,y,google.com
,y,npr.org
,y,xkcd.com
,n,google.com
,n,google.com
Al,y,google.com
,n,npr.org
,n,google.com
,y,npr.org
,y,xkcd.com
,y,google.com
,y,npr.org
,n,google.com
,n,npr.org
,n,xkcd.com
,n,google.com
,y,npr.org
,y,google.com
,y,npr.org
,y,xkcd.com
,y,google.com
,y,npr.org
,y,google.com
,y,npr.org
,y,xkcd.com
,n,google.com
,n,google.com
Al,y,google.com
,n,npr.org
,n,google.com
,y,npr.org
,y,xkcd.com
,y,google.com
,y,npr.org
,n,google.com
,n,npr.org
,n,xkcd.com
,n,google.com
,y,npr.org
,y,google.com
,y,npr.org
,y,xkcd.com
,y,google.com
,y,npr.org
,y,google.com
,y,npr.org
,y,xkcd.com
,n,google.com
,n,google.com
Al,y,google.com
,n,npr.org
,n,google.com
,y,npr.org
,y,xkcd.com
,y,google.com
,y,npr.org
,n,google.com
,n,npr.org
,n,xkcd.com
,n,google.com
,y,npr.org
,y,google.com
,y,npr.org
,y,xkcd.com
,y,google.com
,y,npr.org
,y,google.com
,y,npr.org
,y,xkcd.com
,n,google.com
,n,google.com
Al,y,google.com
,n,npr.org
,n,google.com
,y,npr.org
,y,xkcd.com
,y,google.com
,y,npr.org
,n,google.com
,n,npr.org
,n,xkcd.com
,n,google.com
,y,npr.org
,y,google.com
,y,npr.org
,y,xkcd.com
,y,google.com
,y,npr.org
,y,google.com
,y,npr.org
,y,xkcd.com
,n,google.com
,n,google.com
Al,y,google.com
,n,npr.org
,n,google.com
,y,npr.org
,y,xkcd.com
,y,google.com
,y,npr.org
,n,google.com
,n,npr.org
,n,xkcd.com
,n,google.com
,y,npr.org
,y,google.com
,y,npr.org
,y,xkcd.com
,y,google.com
,y,npr.org
,y,google.com
,y,npr.org
,y,xkcd.com
,n,google.com
,n,google.com
secondstate,y,google.com
,n,npr.org
,n,google.com
,y,npr.org
,y,xkcd.com
,y,google.com
,y,npr.org
,n,google.com
,n,npr.org
,n,xkcd.com
,n,google.com
,y,npr.org
,y,google.com
,y,npr.org
,y,xkcd.com
,y,google.com
,y,npr.org
,y,google.com
,y,npr.org
,y,xkcd.com
,n,google.com
,n,google.com
Al,y,google.com
,n,npr.org
,n,google.com
,y,npr.org
,y,xkcd.com
,y,google.com
,y,npr.org
,n,google.com
,n,npr.org
,n,xkcd.com
,n,google.com
,y,npr.org
,y,google.com
,y,npr.org
,y,xkcd.com
,y,google.com
,y,npr.org
,y,google.com
,y,npr.org
,y,xkcd.com
,n,google.com
,n,google.com
Al,y,google.com
,n,npr.org
,n,google.com
,y,npr.org
,y,xkcd.com
,y,google.com
,y,npr.org
,n,google.com
,n,npr.org
,n,xkcd.com
,n,google.com
,y,npr.org
,y,google.com
,y,npr.org
,y,xkcd.com
,y,google.com
,y,npr.org
,y,google.com
,y,npr.org
,y,xkcd.com
,n,google.com
,n,google.com
Al,y,google.com
,n,npr.org
,n,google.com
,y,npr.org
,y,xkcd.com
,y,google.com
,y,npr.org
,n,google.com
,n,npr.org
,n,xkcd.com
,n,google.com
,y,npr.org
,y,google.com
,y,npr.org
,y,xkcd.com
,y,google.com
,y,npr.org
,y,google.com
,y,npr.org
,y,xkcd.com
,n,google.com
,n,google.com
Al,y,google.com
,n,npr.org
,n,google.com
,y,npr.org
,y,xkcd.com
,y,google.com
,y,npr.org
,n,google.com
,n,npr.org
,n,xkcd.com
,n,google.com
,y,npr.org
,y,google.com
,y,npr.org
,y,xkcd.com
,y,google.com
,y,npr.org
,y,google.com
,y,npr.org
,y,xkcd.com
,n,google.com
,n,google.com
Al,y,google.com
,n,npr.org
,n,google.com
,y,npr.org
,y,xkcd.com
,y,google.com
,y,npr.org
,n,google.com
,n,npr.org
,n,xkcd.com
,n,google.com
,y,npr.org
,y,google.com
,y,npr.org
,y,xkcd.com
,y,google.com
,y,npr.org
,y,google.com
,y,npr.org
,y,xkcd.com
,n,google.com
,n,google.com
Al,y,google.com
,n,npr.org
,n,google.com
,y,npr.org
,y,xkcd.com
,y,google.com
,y,npr.org
,n,google.com
,n,npr.org
,n,xkcd.com
,n,google.com
,y,npr.org
,y,google.com
,y,npr.org
,y,xkcd.com
,y,google.com
,y,npr.org
,y,google.com
,y,npr.org
,y,xkcd.com
,n,google.com
,n,google.com
Al,y,google.com
,n,npr.org
,n,google.com
,y,npr.org
,y,xkcd.com
,y,google.com
,y,npr.org
,n,google.com
,n,npr.org
,n,xkcd.com
,n,google.com
,y,npr.org
,y,google.com
,y,npr.org
,y,xkcd.com
,y,google.com
,y,npr.org
,y,google.com
,y,npr.org
,y,xkcd.com
,n,google.com
,n,google.com
Al,y,google.com
,n,npr.org
,n,google.com
,y,npr.org
,y,xkcd.com
,y,google.com
,y,npr.org
,n,google.com
,n,npr.org
,n,xkcd.com
,n,google.com
,y,npr.org
,y,google.com
,y,npr.org
,y,xkcd.com
,y,google.com
,y,npr.org
,y,google.com
,y,npr.org
,y,xkcd.com
,n,google.com
,n,google.com
Al,y,google.com
,n,npr.org
,n,google.com
,y,npr.org
,y,xkcd.com
,y,google.com
,y,npr.org
,n,google.com
,n,npr.org
,n,xkcd.com
,n,google.com
,y,npr.org
,y,google.com
,y,npr.org
,y,xkcd.com
,y,google.com
,y,npr.org
,y,google.com
,y,npr.org
,y,xkcd.com
,n,google.com
,n,google.com
secondstate,y,google.com
,n,npr.org
,n,google.com
,y,npr.org
,y,xkcd.com
